*forward_reaction
1	1	0	0	0	0	0	0	0
0	1	0	1	0	0	0	0	0
1	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0
0	0	0	0	2	0	0	0	0
0	0	0	1	1	0	0	0	0
0	0	0	2	0	0	0	0	0
0	0	1	1	0	0	0	0	0
0	1	0	1	0	0	0	0	0
0	0	0	1	0	1	0	0	0
0	0	0	1	0	1	0	0	0
0	0	1	0	0	1	0	0	0
0	0	0	0	1	1	0	0	0
0	0	0	0	0	2	0	0	0
0	0	0	1	0	0	1	0	0
0	0	1	0	0	0	1	0	0
0	0	0	0	1	0	1	0	0
0	0	0	0	0	0	1	0	0
0	0	2	0	0	0	0	0	0
*backward_reaction
0	0	0	1	0	1	0	0	0
0	0	1	0	1	0	0	0	0
0	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	1	0
0	0	1	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
1	0	0	0	0	0	0	0	0
0	0	0	0	1	0	0	0	0
0	0	0	0	0	1	0	0	0
0	0	0	0	2	0	0	0	0
0	0	1	0	0	0	0	1	0
0	1	0	0	1	0	0	0	0
0	1	0	0	0	0	0	1	0
0	1	0	0	0	0	1	0	0
1	0	0	0	0	1	0	0	0
0	0	0	0	1	1	0	0	0
0	0	0	0	0	1	0	1	0
0	0	0	0	2	0	0	0	0
0	1	0	0	0	0	0	0	0
*third_body
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	6	1
2	1	1	1	1	1	1	6	1
1	1	1	1	1	1	1	6	1
2	1	1	1	1	1	1	6	1
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1	1	1	1	1	1	1	15	1
1	1	1	1	1	1	1	1	1
*Arrhenius
1.00E+14	0.00 	56000.00
2.60E+14	0.00 	16800.00
1.80E+10	1.00 	8900.00
2.20E+13	0.00 	5150.00
6.30E+12	0	1090.00
2.20E+19	-2	0.00
6.40E+14	-1	0.00
6.00E+13	-0.6	0.00
2.10E+12	0.00 	-1000.00
1.40E+14	0.00 	1080.00
1.00E+13	0.00 	1080.00
1.50E+13	0.00 	950.00
8.00E+12	0	0.00
2.00E+12	0	0.00
1.40E+12	0.00 	3600.00
1.40E+13	0.00 	6400.00
6.10E+12	0.00 	1430.00
1.20E+17	0.00 	45500.00
6.00E+10	0.00 	-1800.00
